host mmap_min_addr=0x10000
Reserved 0x2c5000 bytes of guest address space
Relocating guest address space from 0x0000000000400000 to 0x400000
guest_base  0x0
start            end              size             prot
0000000000400000-00000000004c0000 00000000000c0000 r-x
Trace 0x55ff558dc4d0 [00000000004010cb] 
Trace 0x55ff558dcb20 [000000000040126e] 
Trace 0x55ff558dc4d0 [00000000004010cb] 
Trace 0x55ff558dcbc0 [0000000000401286] 
Trace 0x55ff558dc4d0 [00000000004010cb] 
Trace 0x55ff558dcc60 [000000000040129e] 
Trace 0x55ff558dc4d0 [00000000004010cb] 
Trace 0x55ff558dcd00 [00000000004012b6] 
Trace 0x55ff558dc4d0 [00000000004010cb] 
Trace 0x55ff558dcda0 [00000000004012ce] 
Trace 0x55ff558dc4d0 [00000000004010cb] 
Trace 0x55ff558dce40 [00000000004012e6] 
Trace 0x55ff558dc4d0 [00000000004010cb] 
Trace 0x55ff558dcee0 [00000000004012fe] 
Trace 0x55ff558dd190 [00000000004013a8] 
Trace 0x55ff558dd230 [0000000000401381] 
Trace 0x55ff558dd2e0 [000000000040138f] 
Trace 0x55ff558dd390 [00000000004013a4] 
Trace 0x55ff558dd230 [0000000000401381] 
Trace 0x55ff558dd450 [00000000004013ae] 
Trace 0x55ff558dd4f0 [00000000004013b6] 
Trace 0x55ff558dd530 [0000000000401420] 
Trace 0x55ff558dd580 [000000000040146f] 
Trace 0x55ff558dd610 [0000000000401480] 
Trace 0x55ff558dd660 [0000000000408af0] 
Trace 0x55ff558d5a70 [0000000000419840] 
Trace 0x55ff558dd6e0 [0000000000419940] 
Trace 0x55ff558dd860 [0000000000419966] 
Trace 0x55ff558dda00 [00000000004199a4] 
Trace 0x55ff558ddc10 [0000000000408afc] 
Trace 0x55ff558ddcb0 [0000000000408b12] 
Trace 0x55ff558ddd60 [0000000000408b2c] 
Trace 0x55ff558dddf0 [0000000000408b47] 
Trace 0x55ff558ddef0 [0000000000408b51] 
Trace 0x55ff558ddfd0 [0000000000408b7d] 
Trace 0x55ff558de050 [000000000040b950] 
Trace 0x55ff558de140 [000000000040b968] 
Trace 0x55ff558de1f0 [000000000040b980] 
Trace 0x55ff558de290 [000000000040b9e0] 
Trace 0x55ff558de320 [000000000040b9ef] 
Trace 0x55ff558de390 [000000000040c940] 
Trace 0x55ff558de450 [000000000040c953] 
Trace 0x55ff558de4e0 [000000000040c9b0] 
Trace 0x55ff558de570 [000000000040cad0] 
Trace 0x55ff558de5c0 [000000000040da80] 
Trace 0x55ff558de690 [000000000040da98] 
Trace 0x55ff558de720 [000000000040daa8] 
Trace 0x55ff558de780 [00000000004571b0] 
Trace 0x55ff558de860 [00000000004571c5] 
Trace 0x55ff558de8c0 [000000000040b310] 
Trace 0x55ff558de910 [0000000000434420] 
Trace 0x55ff558de9b0 [0000000000434427] 
Trace 0x55ff558dea10 [0000000000434434] 
Trace 0x55ff558deab0 [000000000043443c] 
Trace 0x55ff558deaf0 [00000000004571d5] 
Trace 0x55ff558deb70 [00000000004571d9] 
Trace 0x55ff558dec10 [00000000004571e9] 
Trace 0x55ff558decc0 [00000000004571f3] 
Trace 0x55ff558ded30 [0000000000457212] 
Trace 0x55ff558dedb0 [0000000000435010] 
Trace 0x55ff558dee00 [000000000043501a] 
Trace 0x55ff558dee90 [0000000000435026] 
Trace 0x55ff558deed0 [000000000045722c] 
Trace 0x55ff558def60 [0000000000457232] 
Trace 0x55ff558defd0 [000000000040da10] 
Trace 0x55ff558df0b0 [000000000040da2b] 
Trace 0x55ff558df180 [0000000000457246] 
Trace 0x55ff558df220 [000000000040dab5] 
Trace 0x55ff558df2b0 [000000000040da8e] 
Trace 0x55ff558df320 [000000000040cad8] 
Trace 0x55ff558df390 [000000000040c9bf] 
Trace 0x55ff558df410 [000000000040c9cb] 
Trace 0x55ff558df4b0 [000000000040c9d8] 
Trace 0x55ff558df5d0 [000000000040ca08] 
Trace 0x55ff558df660 [000000000040c96e] 
Trace 0x55ff558df6f0 [000000000040ca90] 
Trace 0x55ff558df790 [000000000040c100] 
Trace 0x55ff558df860 [000000000040c114] 
Trace 0x55ff558df900 [000000000040ba01] 
Trace 0x55ff558df990 [000000000040ba0a] 
Trace 0x55ff558dfa40 [000000000040ba1a] 
Trace 0x55ff558dfaf0 [000000000040ba2e] 
Trace 0x55ff558dfb70 [000000000040ba33] 
Trace 0x55ff558dfbe0 [000000000040db60] 
Trace 0x55ff558dfcc0 [000000000040db76] 
Trace 0x55ff558dfd20 [000000000040dc28] 
Trace 0x55ff558dfdc0 [000000000040dc37] 
Trace 0x55ff558dfe70 [000000000040dc4b] 
Trace 0x55ff558d5380 [000000000041c7f0] 
Trace 0x55ff558dfef0 [000000000041c870] 
Trace 0x55ff558dff80 [000000000041c8a0] 
Trace 0x55ff558e0010 [000000000041c8a9] 
Trace 0x55ff558e00b0 [000000000041c8b0] 
Trace 0x55ff558e01d0 [000000000041c8da] 
Trace 0x55ff558e02f0 [000000000041c904] 
Trace 0x55ff558d5410 [000000000041c7f6] 
Trace 0x55ff558e0370 [000000000041c819] 
Trace 0x55ff558e03f0 [000000000041c81e] 
Trace 0x55ff558d5660 [000000000041c82f] 
Trace 0x55ff558e0490 [000000000040dc59] 
Trace 0x55ff558e04e0 [000000000040dbfe] 
Trace 0x55ff558e0570 [000000000040dc60] 
Trace 0x55ff558e0630 [000000000040ba42] 
Trace 0x55ff558e06a0 [000000000040b9c6] 
Trace 0x55ff558e0770 [0000000000408b97] 
Trace 0x55ff558e0800 [0000000000408b9c] 
Trace 0x55ff558e08b0 [0000000000408bad] 
Trace 0x55ff558e09a0 [0000000000408bd4] 
Trace 0x55ff558e0a50 [0000000000408be1] 
Trace 0x55ff558e0af0 [0000000000408bfd] 
Trace 0x55ff558e0ba0 [0000000000408c05] 
Trace 0x55ff558e0c20 [000000000040148a] 
Trace 0x55ff558e0c70 [000000000040166c] 
Trace 0x55ff558e0cc0 [0000000000407950] 
Trace 0x55ff558e0d50 [0000000000407830] 
Trace 0x55ff558e0e30 [0000000000407851] 
Trace 0x55ff558e0ec0 [000000000040785a] 
Trace 0x55ff558e0f60 [0000000000407875] 
Trace 0x55ff558e1020 [000000000040788a] 
Trace 0x55ff558e10b0 [0000000000407900] 
Trace 0x55ff558e1190 [0000000000401b90] 
Trace 0x55ff558e1220 [0000000000401ba6] 
Trace 0x55ff558e1280 [0000000000400cc0] 
Trace 0x55ff558e1310 [0000000000400cdd] 
Trace 0x55ff558e1350 [0000000000401bb7] 
Trace 0x55ff558e13e0 [0000000000401bb0] 
Trace 0x55ff558e1440 [0000000000401000] 
Trace 0x55ff558e14d0 [0000000000401009] 
Trace 0x55ff558e1530 [0000000000400f80] 
Trace 0x55ff558e15e0 [0000000000400fb0] 
Trace 0x55ff558e1630 [0000000000401012] 
Trace 0x55ff558e16b0 [000000000040101c] 
Trace 0x55ff558e1700 [0000000000491650] 
Trace 0x55ff558e1740 [0000000000491520] 
Trace 0x55ff558e17f0 [000000000049152d] 
Trace 0x55ff558e1870 [0000000000491537] 
Trace 0x55ff558e1900 [0000000000491552] 
Trace 0x55ff558e1990 [000000000049155e] 
Trace 0x55ff558e1a20 [0000000000491564] 
Trace 0x55ff558e1a60 [0000000000491635] 
Trace 0x55ff558e1ab0 [00000000004915d4] 
Trace 0x55ff558e1b40 [00000000004915f1] 
Trace 0x55ff558e1bb0 [0000000000401023] 
Trace 0x55ff558e1350 [0000000000401bb7] 
Trace 0x55ff558e1c10 [0000000000401bbd] 
Trace 0x55ff558e1c60 [0000000000493a78] 
Trace 0x55ff558e1cd0 [0000000000407919] 
Trace 0x55ff558e1d10 [0000000000407860] 
Trace 0x55ff558e1db0 [000000000040789f] 
Trace 0x55ff558e1e40 [00000000004078b0] 
Trace 0x55ff558e1ec0 [00000000004078b5] 
Trace 0x55ff558e1f50 [00000000004078c2] 
Trace 0x55ff558e1fa0 [000000000040cec0] 
Trace 0x55ff558e2090 [000000000040cf26] 
Trace 0x55ff558e2140 [000000000040d058] 
Trace 0x55ff558e21d0 [000000000040d066] 
Trace 0x55ff558e2200 [000000000040cf4c] 
Trace 0x55ff558e2090 [000000000040cf26] 
Trace 0x55ff558e2140 [000000000040d058] 
Trace 0x55ff558e22a0 [000000000040cee8] 
Trace 0x55ff558de390 [000000000040c940] 
Trace 0x55ff558e2310 [000000000040c95d] 
Trace 0x55ff558e23a0 [000000000040c96a] 
Trace 0x55ff558df6f0 [000000000040ca90] 
Trace 0x55ff558e2440 [000000000040c120] 
Trace 0x55ff558e24d0 [000000000040c132] 
Trace 0x55ff558e2570 [000000000040c169] 
Trace 0x55ff558e25e0 [000000000040b320] 
Trace 0x55ff558e26d0 [000000000040b335] 
Trace 0x55ff558e2720 [000000000040b34b] 
Trace 0x55ff558e27c0 [000000000040b35e] 
Trace 0x55ff558e2810 [0000000000434530] 
Trace 0x55ff558e28a0 [0000000000434539] 
Trace 0x55ff558e28f0 [0000000000434540] 
Trace 0x55ff558e2980 [000000000043454c] 
Trace 0x55ff558e29c0 [000000000040b363] 
Trace 0x55ff558e2a40 [000000000040b340] 
Trace 0x55ff558e2af0 [000000000040b3a0] 
Trace 0x55ff558e2b60 [000000000040b373] 
Trace 0x55ff558e2bf0 [000000000040b38b] 
Trace 0x55ff558e2c90 [000000000040c17c] 
Trace 0x55ff558e2d20 [000000000040c190] 
Trace 0x55ff558e2e10 [000000000040c1e0] 
Trace 0x55ff558e2ea0 [000000000040c1e8] 
Trace 0x55ff558e2ee0 [000000000040c1b2] 
Trace 0x55ff558e3000 [000000000040cefa] 
Trace 0x55ff558e3090 [000000000040cf09] 
Trace 0x55ff558e3130 [000000000040cf59] 
Trace 0x55ff558e2090 [000000000040cf26] 
Trace 0x55ff558e2140 [000000000040d058] 
Trace 0x55ff558e2200 [000000000040cf4c] 
Trace 0x55ff558e31c0 [000000000040cf64] 
Trace 0x55ff558e3240 [000000000040cf74] 
Trace 0x55ff558e32d0 [000000000040d030] 
Trace 0x55ff558e3360 [000000000040cf80] 
Trace 0x55ff558e33e0 [000000000040cf8b] 
Trace 0x55ff558e3470 [000000000040cf9a] 
Trace 0x55ff558e34f0 [000000000040cfa8] 
Trace 0x55ff558e3580 [000000000040cfb7] 
Trace 0x55ff558e3610 [000000000040cfc1] 
Trace 0x55ff558e36b0 [000000000040cfd7] 
Trace 0x55ff558e3790 [000000000040cfe2] 
Trace 0x55ff558e3850 [000000000040d004] 
Trace 0x55ff558e38e0 [000000000040d0a0] 
Trace 0x55ff558e39a0 [000000000040d00e] 
Trace 0x55ff558e3a20 [000000000040aa40] 
Trace 0x55ff558e3a80 [000000000040dfc0] 
Trace 0x55ff558e3b20 [000000000040cb40] 
Trace 0x55ff558e3be0 [000000000040cb7f] 
Trace 0x55ff558e3c80 [000000000040cb89] 
Trace 0x55ff558e3cf0 [000000000040dfd7] 
Trace 0x55ff558e3d70 [000000000040dfe0] 
Trace 0x55ff558e3e00 [000000000040dfee] 
Trace 0x55ff558e3ec0 [000000000040e00a] 
Trace 0x55ff558e3f40 [000000000040e00f] 
Trace 0x55ff558e4030 [000000000040aa49] 
Trace 0x55ff558e40b0 [000000000040aa4e] 
Trace 0x55ff558e4140 [000000000040d01f] 
Trace 0x55ff558e41d0 [000000000040d0e0] 
Trace 0x55ff558e4260 [000000000040d0f0] 
Trace 0x55ff558e4300 [000000000040d0fa] 
Trace 0x55ff558e43a0 [000000000040d116] 
Trace 0x55ff558e4440 [000000000040d11e] 
Trace 0x55ff558e32d0 [000000000040d030] 
Trace 0x55ff558e3360 [000000000040cf80] 
Trace 0x55ff558e32d0 [000000000040d030] 
Trace 0x55ff558e4480 [000000000040d047] 
Trace 0x55ff558e4530 [00000000004078c8] 
Trace 0x55ff558e45d0 [00000000004078d5] 
Trace 0x55ff558e4620 [0000000000433b30] 
Trace 0x55ff558e4690 [0000000000433b61] 
